Mno,Entry,Study,Expt,Ref,Source,TDBU,FTG,TG,Ygen,Yqual,Yunits,Ydesc,Consumer,Taxon,Resource,Sys1,Sys2,Des1,Des2,Des3,Des4,Location,Lat,Lon,Elev,LatlonError,Slevels,Spool,Smax,Area,Vol,Bsize,SPscale,Dur,Gtime,Tscale,LnTscale,Tser,FinalT,SnonF,HigherT,AddTrt1,AddTrt2,AddTrt3,Treatment,restrt,Monotes,YEmono,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
1341,1309,174,533,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Uronychia sp.; Cohnilembus reniformis; Keronopsis rubra; Euplotes sp.; Uronychia transfuga; Euplotes minuta; Uronema marinum; Oxytricha sp.),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,8,7,,0.0155,0,0,7,1,7,1.9459,Y,N,0,N,Control,Experiment 2,,experimental,control,,0.0171,10.5,,,23.7,,,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,1310,174,533,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Uronychia sp.; Cohnilembus reniformis; Keronopsis rubra; Euplotes sp.; Uronychia transfuga; Euplotes minuta; Uronema marinum; Oxytricha sp.),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,8,7,,0.0155,0,0,13,1,13,2.5649,Y,N,0,N,Control,Experiment 2,,experimental,control,,0.0993,45.3,,,161.5,,,305.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,1311,174,533,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Uronychia sp.; Cohnilembus reniformis; Keronopsis rubra; Euplotes sp.; Uronychia transfuga; Euplotes minuta; Uronema marinum; Oxytricha sp.),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,8,7,,0.0155,0,0,18,1,18,2.8904,Y,Y,0,N,Control,Experiment 2,,experimental,control,,0.1192,50.2,,,207.7,,,231.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,1312,174,534,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Uronychia sp.; Cohnilembus reniformis; Keronopsis rubra; Euplotes sp.; Uronychia transfuga; Euplotes minuta; Uronema marinum; Oxytricha sp.),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,8,7,,0.0155,0,0,7,1,7,1.9459,Y,N,0,N,Disturbed,Experiment 2,,experimental,control,,0.0171,10.5,,,23.7,,,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,1313,174,534,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Uronychia sp.; Cohnilembus reniformis; Keronopsis rubra; Euplotes sp.; Uronychia transfuga; Euplotes minuta; Uronema marinum; Oxytricha sp.),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,8,7,,0.0155,0,0,13,1,13,2.5649,Y,N,0,N,Disturbed,Experiment 2,,experimental,control,,0.0595,31.1,,,68.2,,,144.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1314,174,534,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Uronychia sp.; Cohnilembus reniformis; Keronopsis rubra; Euplotes sp.; Uronychia transfuga; Euplotes minuta; Uronema marinum; Oxytricha sp.),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,8,7,,0.0155,0,0,18,1,18,2.8904,Y,Y,0,N,Disturbed,Experiment 2,,experimental,control,,0.0684,28,,,147,,,148.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,1315,174,535,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Keronopsis rubra; Euplotes sp.; Euplotes minuta; Oxytricha sp.),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,4,4,,0.0155,0,0,7,1,7,1.9459,Y,N,0,N,Experiment 3,Control,,control,control,,0.0251,18,36.5,,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,1316,174,535,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Keronopsis rubra; Euplotes sp.; Euplotes minuta; Oxytricha sp.),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,4,4,,0.0155,0,0,10,1,10,2.3026,Y,N,0,N,Experiment 3,Control,,control,control,,0.038,22.2,44.8,,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,1317,174,535,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Keronopsis rubra; Euplotes sp.; Euplotes minuta; Oxytricha sp.),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,4,4,,0.0155,0,0,14,1,14,2.6391,Y,Y,0,N,Experiment 3,Control,,control,control,,0.0265,15.8,20.7,,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,1318,174,536,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Keronopsis rubra; Euplotes sp.; Euplotes minuta; Oxytricha sp.),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,4,4,,0.0155,0,0,7,1,7,1.9459,Y,N,0,N,Experiment 3,Disturbed,,experimental,control,,0.0251,18,36.5,,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,1319,174,536,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Keronopsis rubra; Euplotes sp.; Euplotes minuta; Oxytricha sp.),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,4,4,,0.0155,0,0,10,1,10,2.3026,Y,N,0,N,Experiment 3,Disturbed,,experimental,control,,0.0366,23.5,34.3,,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,1320,174,536,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Keronopsis rubra; Euplotes sp.; Euplotes minuta; Oxytricha sp.),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,4,4,,0.0155,0,0,14,1,14,2.6391,Y,Y,0,N,Experiment 3,Disturbed,,experimental,control,,0.0251,11.5,28.5,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,1321,175,537,Griffin et al; Oikos 2009b,F2,TD,H,2,RD,C,proportional change,Original units: g m-2,Animalia: Mollusca (Patella vulgata; Littorina saxatilis; Gibbula umbilicalis),,Macroalgae ,1,4,1,2,2,S,Hannafore Point; Looe; UK,50.34,-4.45,,,2,3,3,0.5625,,0.41,1.372,6,547,0.011,-4.5127,N,Y,5,N,Flat,,,control,control,,0.52,0.326,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,1322,175,538,Griffin et al; Oikos 2009b,F2,TD,H,2,RD,C,proportional change,Original units: g m-2,Animalia: Mollusca (Patella vulgata; Littorina saxatilis; Gibbula umbilicalis),,Macroalgae ,1,4,1,2,2,S,Hannafore Point; Looe; UK,50.34,-4.45,,,2,3,3,0.5625,,0.41,1.372,6,547,0.011,-4.5127,N,Y,5,N,Rough,,,control,control,,0.809,0.3424,,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1323,175,539,Griffin et al; Oikos 2009b,F2,TD,H,2,RD,C,proportional change,Original units: g m-2,Animalia: Mollusca (Patella vulgata; Littorina saxatilis; Gibbula umbilicalis),,Macroalgae ,1,4,1,2,2,S,Hannafore Point; Looe; UK,50.34,-4.45,,,2,3,3,0.5625,,0.41,1.372,6,547,0.011,-4.5127,N,Y,5,N,Heterogeneous,,,control,control,,0.474,0.3993,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,1324,176,540,Sorensen et al; Soil Biol Biochem 2008,F1a,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Phleum alpinum; Gnaphalium norvegicum; Solidago virgaurea; Potentilla crantzii; Carex nigra),plant,Nutrients,0,12,1,7,2,S,Department of Biology; University of Oulu; P.O. Box 3000; FIN-90014 Oulu; Finland.,65.05,25.46,,lat long of address of first author,3,5,4,0.0113,,5.88,0.0019,154,973,0.1583,-1.8434,N,Y,0,N,Non-Defoliated,,,control,control,,154.8125,108.1623,133.8759,,127.3885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,1325,176,541,Sorensen et al; Soil Biol Biochem 2008,F1a,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Phleum alpinum; Gnaphalium norvegicum; Solidago virgaurea; Potentilla crantzii; Carex nigra),plant,Nutrients,0,12,1,7,2,S,Department of Biology; University of Oulu; P.O. Box 3000; FIN-90014 Oulu; Finland.,65.05,25.46,,lat long of address of first author,3,5,4,0.0113,,5.88,0.0019,154,973,0.1583,-1.8434,N,Y,0,N,Defoliated,,,control,control,,141.5428,117.6575,141.8377,,131.8117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,1326,176,540,Sorensen et al; Soil Biol Biochem 2008,F3e,BU,P,1,SST,,number mm-2,Herbivore Abundance,Nematoda,soil invertebrates,Plantae (Phleum alpinum; Gnaphalium norvegicum; Solidago virgaurea; Potentilla crantzii; Carex nigra),0,12,1,7,2,S,Department of Biology; University of Oulu; P.O. Box 3000; FIN-90014 Oulu; Finland.,65.05,25.46,,lat long of address of first author,3,5,4,0.0113,,5.88,0.0019,154,973,0.1583,-1.8434,N,Y,0,N,Non-Defoliated,,,control,control,,33858.3,40.4754,47.0281,,28.6902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,1327,176,541,Sorensen et al; Soil Biol Biochem 2008,F3e,BU,P,1,SST,,number mm-2,Herbivore Abundance,Nematoda,soil invertebrates,Plantae (Phleum alpinum; Gnaphalium norvegicum; Solidago virgaurea; Potentilla crantzii; Carex nigra),0,12,1,7,2,S,Department of Biology; University of Oulu; P.O. Box 3000; FIN-90014 Oulu; Finland.,65.05,25.46,,lat long of address of first author,3,5,4,0.0113,,5.88,0.0019,154,973,0.1583,-1.8434,N,Y,0,N,Defoliated,,,control,control,,53130,46.7544,38.8976,,47.6882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,1328,177,542,Niklaus et al; Plant Soil 2006,F1,TD,P,1,SST,,g m-2,Plant aboveground nitrogen mass,Plantae (Agrostis capillaris; Anthoxanthum odoratum; Hypochaeris radicata; Leontodon saxatilis; Lolium perenne; Plantago lanceolata; Trifolium subterraneum; Trifolium pratense; Trifolium repens),plant,Nutrients,0,7,1,3,2,S,Institute of Plant Sciences; ETH Z_rich; Universit_tsstrasse 2; CH-8092; Zurich; Switzerland,47.36,8.53,,lat long of address of first author,5,9,9,0.0315,6.3,6.5,0.0048,168,973,0.1727,-1.7564,N,Y,0,N,Ballantrae Soil,,,control,control,,,6.81,,7.99,,,8.6,,9.31,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,1329,177,543,Niklaus et al; Plant Soil 2006,F1,TD,P,1,SST,,g m-2,Plant aboveground nitrogen mass,Plantae (Agrostis capillaris; Anthoxanthum odoratum; Hypochaeris radicata; Leontodon saxatilis; Lolium perenne; Plantago lanceolata; Trifolium subterraneum; Trifolium pratense; Trifolium repens),plant,Nutrients,0,7,1,3,2,S,Institute of Plant Sciences; ETH Z_rich; Universit_tsstrasse 2; CH-8092; Zurich; Switzerland,47.36,8.53,,lat long of address of first author,5,9,9,0.0315,6.3,6.5,0.0048,168,973,0.1727,-1.7564,N,Y,0,N,Flockhouse Soil,,,control,control,,,12.6,,12.8,,,13.1,,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1330,177,542,Niklaus et al; Plant Soil 2006,F1,TD,P,1,SST,,g m-2,Plant belowground nitrogen mass,Plantae (Agrostis capillaris; Anthoxanthum odoratum; Hypochaeris radicata; Leontodon saxatilis; Lolium perenne; Plantago lanceolata; Trifolium subterraneum; Trifolium pratense; Trifolium repens),plant,Nutrients,0,7,1,3,2,S,Institute of Plant Sciences; ETH Z_rich; Universit_tsstrasse 2; CH-8092; Zurich; Switzerland,47.36,8.53,,lat long of address of first author,5,9,9,0.0315,6.3,6.5,0.0048,168,973,0.1727,-1.7564,N,Y,0,N,Ballantrae Soil,,,control,control,,,1.62,,1.32,,,1.44,,1.44,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,1331,177,543,Niklaus et al; Plant Soil 2006,F1,TD,P,1,SST,,g m-2,Plant belowground nitrogen mass,Plantae (Agrostis capillaris; Anthoxanthum odoratum; Hypochaeris radicata; Leontodon saxatilis; Lolium perenne; Plantago lanceolata; Trifolium subterraneum; Trifolium pratense; Trifolium repens),plant,Nutrients,0,7,1,3,2,S,Institute of Plant Sciences; ETH Z_rich; Universit_tsstrasse 2; CH-8092; Zurich; Switzerland,47.36,8.53,,lat long of address of first author,5,9,9,0.0315,6.3,6.5,0.0048,168,973,0.1727,-1.7564,N,Y,0,N,Flockhouse Soil,,,control,control,,,2.28,,2.88,,,2.7,,2.76,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,1332,177,542,Niklaus et al; Plant Soil 2006,Data From Author,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Agrostis capillaris; Anthoxanthum odoratum; Hypochaeris radicata; Leontodon saxatilis; Lolium perenne; Plantago lanceolata; Trifolium subterraneum; Trifolium pratense; Trifolium repens),plant,Nutrients,0,7,1,3,2,S,Institute of Plant Sciences; ETH Z_rich; Universit_tsstrasse 2; CH-8092; Zurich; Switzerland,47.36,8.53,,lat long of address of first author,5,9,9,0.0315,6.3,6.5,0.0048,42,973,0.0432,-3.1427,Y,N,0,N,Ballantrae Soil,,,control,control,,,77.02,,83.98,,,86.4,,95.93,87.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,1333,177,542,Niklaus et al; Plant Soil 2006,Data From Author,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Agrostis capillaris; Anthoxanthum odoratum; Hypochaeris radicata; Leontodon saxatilis; Lolium perenne; Plantago lanceolata; Trifolium subterraneum; Trifolium pratense; Trifolium repens),plant,Nutrients,0,7,1,3,2,S,Institute of Plant Sciences; ETH Z_rich; Universit_tsstrasse 2; CH-8092; Zurich; Switzerland,47.36,8.53,,lat long of address of first author,5,9,9,0.0315,6.3,6.5,0.0048,84,973,0.0863,-2.4496,Y,N,0,N,Ballantrae Soil,,,control,control,,,73.16,,90.2,,,98.11,,111.21,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,1334,177,542,Niklaus et al; Plant Soil 2006,Data From Author,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Agrostis capillaris; Anthoxanthum odoratum; Hypochaeris radicata; Leontodon saxatilis; Lolium perenne; Plantago lanceolata; Trifolium subterraneum; Trifolium pratense; Trifolium repens),plant,Nutrients,0,7,1,3,2,S,Institute of Plant Sciences; ETH Z_rich; Universit_tsstrasse 2; CH-8092; Zurich; Switzerland,47.36,8.53,,lat long of address of first author,5,9,9,0.0315,6.3,6.5,0.0048,112,973,0.1151,-2.1619,Y,N,0,N,Ballantrae Soil,,,control,control,,,52.66,,64.6,,,2.84,,76.6,69.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,1335,177,542,Niklaus et al; Plant Soil 2006,Data From Author,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Agrostis capillaris; Anthoxanthum odoratum; Hypochaeris radicata; Leontodon saxatilis; Lolium perenne; Plantago lanceolata; Trifolium subterraneum; Trifolium pratense; Trifolium repens),plant,Nutrients,0,7,1,3,2,S,Institute of Plant Sciences; ETH Z_rich; Universit_tsstrasse 2; CH-8092; Zurich; Switzerland,47.36,8.53,,lat long of address of first author,5,9,9,0.0315,6.3,6.5,0.0048,168,973,0.1727,-1.7564,Y,Y,0,N,Ballantrae Soil,,,control,control,,,112.87,,122.86,,,135.34,,141.99,133.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,1336,177,543,Niklaus et al; Plant Soil 2006,Data From Author,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Agrostis capillaris; Anthoxanthum odoratum; Hypochaeris radicata; Leontodon saxatilis; Lolium perenne; Plantago lanceolata; Trifolium subterraneum; Trifolium pratense; Trifolium repens),plant,Nutrients,0,7,1,3,2,S,Institute of Plant Sciences; ETH Z_rich; Universit_tsstrasse 2; CH-8092; Zurich; Switzerland,47.36,8.53,,lat long of address of first author,5,9,9,0.0315,6.3,6.5,0.0048,42,973,0.0432,-3.1427,Y,N,0,N,Flockhouse Soil,,,control,control,,,148.69,,155,,,158.04,,181.11,187.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,1337,177,543,Niklaus et al; Plant Soil 2006,Data From Author,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Agrostis capillaris; Anthoxanthum odoratum; Hypochaeris radicata; Leontodon saxatilis; Lolium perenne; Plantago lanceolata; Trifolium subterraneum; Trifolium pratense; Trifolium repens),plant,Nutrients,0,7,1,3,2,S,Institute of Plant Sciences; ETH Z_rich; Universit_tsstrasse 2; CH-8092; Zurich; Switzerland,47.36,8.53,,lat long of address of first author,5,9,9,0.0315,6.3,6.5,0.0048,84,973,0.0863,-2.4496,Y,N,0,N,Flockhouse Soil,,,control,control,,,114.22,,134.31,,,134.94,,133.63,146.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,1338,177,543,Niklaus et al; Plant Soil 2006,Data From Author,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Agrostis capillaris; Anthoxanthum odoratum; Hypochaeris radicata; Leontodon saxatilis; Lolium perenne; Plantago lanceolata; Trifolium subterraneum; Trifolium pratense; Trifolium repens),plant,Nutrients,0,7,1,3,2,S,Institute of Plant Sciences; ETH Z_rich; Universit_tsstrasse 2; CH-8092; Zurich; Switzerland,47.36,8.53,,lat long of address of first author,5,9,9,0.0315,6.3,6.5,0.0048,112,973,0.1151,-2.1619,Y,N,0,N,Flockhouse Soil,,,control,control,,,91.7,,110.58,,,130.82,,134.42,155.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,1339,177,543,Niklaus et al; Plant Soil 2006,Data From Author,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Agrostis capillaris; Anthoxanthum odoratum; Hypochaeris radicata; Leontodon saxatilis; Lolium perenne; Plantago lanceolata; Trifolium subterraneum; Trifolium pratense; Trifolium repens),plant,Nutrients,0,7,1,3,2,S,Institute of Plant Sciences; ETH Z_rich; Universit_tsstrasse 2; CH-8092; Zurich; Switzerland,47.36,8.53,,lat long of address of first author,5,9,9,0.0315,6.3,6.5,0.0048,168,973,0.1727,-1.7564,Y,Y,0,N,Flockhouse Soil,,,control,control,,,188.26,,190.05,,,196.95,,196.86,203.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,1340,178,544,von Felton & Schmid; J Plant Ecol 2008,F1; F4,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Arrhenaterum elatius; Holcus lanatus; Leucanthemum vulgare; and Plantago lanceolata),plant,Nutrients,0,7,1,9,2,S,Institute of Environmental Sciences of the University of Zurich (Switzerland),47.37,8.54,,,2,4,4,0.03,,10.73,0.0028,84,851,0.0987,-2.3156,N,Y,0,N,Deep Pot,Fertilized Soil,,experimental,incr,,1243.3333,1539.1667,,,1523.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,1341,178,544,von Felton & Schmid; J Plant Ecol 2008,F1; F4,TD,P,1,SST,,g m-2,Plant belowground dry mass,Plantae (Arrhenaterum elatius; Holcus lanatus; Leucanthemum vulgare; and Plantago lanceolata),plant,Nutrients,0,7,1,9,2,S,Institute of Environmental Sciences of the University of Zurich (Switzerland),47.37,8.54,,,2,4,4,0.03,,10.73,0.0028,84,851,0.0987,-2.3156,N,Y,0,N,Deep Pot,Fertilized Soil,,experimental,incr,,400,735,,,1123.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,1342,178,545,von Felton & Schmid; J Plant Ecol 2008,F1; F4,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Arrhenaterum elatius; Holcus lanatus; Leucanthemum vulgare; and Plantago lanceolata),plant,Nutrients,0,7,1,9,2,S,Institute of Environmental Sciences of the University of Zurich (Switzerland),47.37,8.54,,,2,4,4,0.03,,10.73,0.0028,84,851,0.0987,-2.3156,N,Y,0,N,Control,Fertilized Soil,,experimental,incr,,2093.3333,1922.5,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,1343,178,545,von Felton & Schmid; J Plant Ecol 2008,F1; F4,TD,P,1,SST,,g m-2,Plant belowground dry mass,Plantae (Arrhenaterum elatius; Holcus lanatus; Leucanthemum vulgare; and Plantago lanceolata),plant,Nutrients,0,7,1,9,2,S,Institute of Environmental Sciences of the University of Zurich (Switzerland),47.37,8.54,,,2,4,4,0.03,,10.73,0.0028,84,851,0.0987,-2.3156,N,Y,0,N,Control,Fertilized Soil,,experimental,incr,,543.3333,1070.8333,,,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,1344,178,546,von Felton & Schmid; J Plant Ecol 2008,F1; F4,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Arrhenaterum elatius; Holcus lanatus; Leucanthemum vulgare; and Plantago lanceolata),plant,Nutrients,0,7,1,9,2,S,Institute of Environmental Sciences of the University of Zurich (Switzerland),47.37,8.54,,,2,4,4,0.03,,10.73,0.0028,84,851,0.0987,-2.3156,N,Y,0,N,Deep Pot,Unfertilized Soil,,control,control,,916.6667,780.8333,,,833.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1345,178,546,von Felton & Schmid; J Plant Ecol 2008,F1; F4,TD,P,1,SST,,g m-2,Plant belowground dry mass,Plantae (Arrhenaterum elatius; Holcus lanatus; Leucanthemum vulgare; and Plantago lanceolata),plant,Nutrients,0,7,1,9,2,S,Institute of Environmental Sciences of the University of Zurich (Switzerland),47.37,8.54,,,2,4,4,0.03,,10.73,0.0028,84,851,0.0987,-2.3156,N,Y,0,N,Deep Pot,Unfertilized Soil,,control,control,,613.3333,720,,,903.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,1346,178,547,von Felton & Schmid; J Plant Ecol 2008,F1; F4,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Arrhenaterum elatius; Holcus lanatus; Leucanthemum vulgare; and Plantago lanceolata),plant,Nutrients,0,7,1,9,2,S,Institute of Environmental Sciences of the University of Zurich (Switzerland),47.37,8.54,,,2,4,4,0.03,,10.73,0.0028,84,851,0.0987,-2.3156,N,Y,0,N,Control,Unfertilized Soil,,control,control,,560,619.1667,,,766.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
